"Wavelength","Fluorescein (FITC) EM","EYFP EM","mOrange EM","Kaede (Red) EM","Kaede (Red) EX","CFP EX","CFP EM","EYFP EX","mOrange EX","Pacific Blue EX","Pacific Blue EM","Fluorescein (FITC) EX","APC (allophycocyanin) AB","APC (allophycocyanin) EM","PerCP-Cy5.5 AB","PerCP-Cy5.5 EM","APC/Cy7 EX","APC/Cy7 EM"
523,0.9359,0.838,,,0.5059,,0.481,0.608,0.5094,0.0004,0.1354,0.1277,0.0552,,0.9692,0.0003,0.066
524,0.9159,0.8903,,,0.5069,,0.4697,0.5387,0.5153,0.0012,0.1297,0.1102,0.0571,,0.9681,0.0003,0.068
525,0.893,0.9312,,,0.5129,,0.4565,0.4718,0.5222,0.0006,0.1243,0.0929,0.0598,,0.9664,0.0003,0.07
526,0.8697,0.9661,,,0.5201,,0.4433,0.4101,0.53,0.0012,0.1198,0.0801,0.0619,,0.9642,0.0003,0.07
527,0.8447,0.9874,,,0.534,,0.4296,0.3524,0.54,0,0.115,0.0705,0.064,,0.9645,0.0002,0.07
528,0.8203,0.999,,,0.5419,,0.4159,0.3008,0.5519,0.0003,0.1111,0.0585,0.067,,0.9618,0.0003,0.07
529,0.7941,1,,,0.5531,,0.404,0.2554,0.566,0.001,0.1066,0.0519,0.0693,,0.9593,0.0003,0.07
530,0.768,1,0.0204,,0.5698,,0.3921,0.2151,0.5821,0.001,0.1032,0.0449,0.0718,,0.9553,0.0002,0.07
531,0.7408,0.9832,0.0248,,0.5776,,0.3825,,0.5987,0.0003,0.0994,0.0386,0.0752,,0.9522,0.0002,0.072
532,0.7134,0.9622,0.0301,,0.5877,,0.3729,,0.6174,0.0006,0.0952,0.0318,0.0778,,0.9458,0.0002,0.074
533,0.6893,0.9413,0.0369,,0.5937,,0.3594,,0.64,0.0014,0.0912,0.0287,0.0807,,0.9377,0.0002,0.076
534,0.666,0.9095,0.045,,0.5963,,0.3458,,0.6638,0.0005,0.0887,0.0235,0.0845,,0.9278,0.0002,0.078
535,0.641,0.8783,0.0556,,0.5952,,0.3369,,0.6888,0.0014,0.0845,0.0205,0.0876,,0.9178,0.0002,0.08
536,0.6183,0.8467,0.0662,,0.5915,,0.328,,0.7141,0.0015,0.0816,0.017,0.0909,,0.9039,0.0002,0.084
537,0.5961,0.8126,0.0831,,0.5822,,0.3153,,0.7443,0.001,0.079,0.0144,0.0954,,0.8915,0.0002,0.088
538,0.5737,0.7782,0.1049,,0.573,,0.3026,,0.7737,0.0022,0.0757,0.0111,0.0989,,0.8796,0.0002,0.092
539,0.5544,0.743,0.1309,,0.5626,,0.2948,,0.8075,0.0011,0.0734,0.0108,0.1026,,0.8669,0.0002,0.096
540,0.5318,0.7101,0.155,,0.5482,,0.2871,,0.8383,0.0015,0.0703,0.0086,0.1074,,0.8532,0.0002,0.1
541,0.5149,0.6811,0.1776,,0.5336,,0.2764,,0.866,0.0016,0.0676,0.0078,0.1112,,0.8373,0.0003,0.102
542,0.4972,0.6504,0.202,,0.5204,,0.2658,,0.8966,0.0017,0.0651,0.0065,0.1151,,0.8215,0.0003,0.104
543,0.4827,0.6205,0.236,,0.5089,,0.2579,,0.9252,0.0008,0.0626,0.0074,0.12,,0.8053,0.0003,0.106
544,0.4675,0.5949,0.2761,,0.4955,,0.25,,0.9502,0.0023,0.0601,0.0043,0.1242,,0.7878,0.0003,0.108
545,0.4549,0.5676,0.3215,,0.4876,,0.2416,,0.971,0.0015,0.0584,0.0041,0.1285,,0.7719,0.0003,0.11
546,0.442,0.5466,0.3671,,0.4839,,0.2332,,0.9869,0.002,0.0566,0.002,0.134,,0.7541,0.0003,0.114
547,0.4284,0.5219,0.416,,0.4794,,0.2245,,0.9959,0.0025,0.0547,0.0031,0.1384,,0.7327,0.0003,0.118
548,0.4171,0.5027,0.4729,,0.481,,0.2158,,1,0.0025,0.0523,0.0032,0.143,,0.7102,0.0003,0.122
549,0.4056,0.484,0.5312,,0.4833,,0.2086,,0.9954,0.0017,0.05,0.0055,0.149,,0.6865,0.0003,0.126
